componentName,timeDifference
/,120.03
/men,59.499
/product/Men/true/39021,10.008
/men,92.191
/product/Men/true/37135,10.902
/men,34.367
/product/Men/false/29568,5.623
/men,50.495
/product/Men/true/16202,4.385
/men,50.593
/product/Men/false/44230,3.7279999999999998
/cart,9.324
/,6.574
/men,47.097
/product/Men/false/16910,4.109
/cart,4.628
/,2.2560000000000002
/men,4.214
/product/Men/true/17152,4.834
/cart,18.517
