componentName,timeDifference
/men,46.121
/,24.112
/product/Women/true/10777,6.585
/,40.143
/product/Women/true/34756,4.274
/men,73.338
/product/Men/true/48575,3.565
/men,2.049
/,19.163
/product/Women/true/52193,4.616
/men,50.421
/product/Men/false/48457,4.419
/cart,3.847
