componentName,timeDifference
/,9.437
/men,28.691
/product/Men/true/2467,9.171
/men,8.912
/product/Men/false/31458,5.644
/,2.713
/men,30.294
/product/Men/false/40771,7.459
/men,40.179
/product/Men/true/6753,4.344
/men,23.556
/product/Men/false/3647,4.167
/cart,14.381
/,1.086
/men,37.106
/product/Men/false/54226,4.384
/men,5.523
/product/Men/false/29848,3.729
/cart,12.625
