componentName,timeDifference
/,4.3
/men,30.234
/product/Men/true/24770,12.498
/men,27.677
/product/Men/true/42598,7.519
/men,37.615
/product/Men/true/44919,3.761
/men,22.837
/product/Men/true/38560,4.7620000000000005
/men,9.617
/cart,1.94
/men,41.45
/product/Men/true/48563,3.7880000000000003
/men,21.079
/cart,4.543
/men,1.681
/cart,2.214
/cart,23.227
