componentName,timeDifference
/,3.467
/cart,13.122
/,19.347
/product/Women/true/49041,4.795
/,5.9719999999999995
/product/Women/true/10135,9.487
/,26.727
/product/Women/false/37949,8.303
/,44.009
/product/Women/true/44667,8.228
/cart,5.354
/,28.427
/product/Women/false/13386,5.038
/cart,7.463
