componentName,timeDifference
/,3.255
/men,12.367
/product/Men/false/44230,5.546
/men,32.603
/product/Men/false/25021,2.9859999999999998
/men,2.307
/cart,4.301
/men,17.139
/product/Men/false/29848,3.078
/men,2.445
/cart,4.309
/men,24.615
/product/Men/true/53628,3.467
/men,1.4769999999999999
/cart,8.179
