componentName,timeDifference
/,114.56
/product/Women/true/14717,8.701
/,21.949
/product/Women/false/32585,6.6899999999999995
/,13.266
/product/Women/true/35258,15.707
/,15.435
/product/Women/false/48319,7.362
/,1.41
/,46.32
/product/Women/true/58137,5.874
/,2.085
/cart,30.923000000000002
/,18.018
/product/Women/true/46087,3.936
/cart,4.019
