componentName,timeDifference
/,26.261
/men,15.824
/product/Men/true/6753,9.65
/men,14.362
/product/Men/false/6609,5.612
/men,6.991
/product/Men/true/24311,4.98
/cart,3.116
/men,19.119
/product/Men/true/38560,3.748
/men,10.667
/product/Men/true/16196,5.576
/,2.489
/men,36.687
/cart,2.714
/men,11.134
/product/Men/true/39021,3.664
/cart,5.482
