componentName,timeDifference
/,17.343
/men,20.727
/product/Men/true/53628,8.855
/men,37.2
/product/Men/true/17152,4.615
/men,20.809
/product/Men/true/25447,4.038
/men,21.078
/product/Men/false/29848,6.03
/cart,6.634
/men,49.212
/product/Men/true/18207,5.284
/cart,17.299
