componentName,timeDifference
/,51.449
/cart,12040.539
/,143.445
/men,175.082
/product/Men/true/12213,9.943
/men,37.005
/product/Men/true/5970,3.464
/men,71.948
/product/Men/true/42598,2.724
/cart,6.509
/men,12.98
/product/Men/false/44230,5.46
/men,74.767
/product/Men/false/29750,3.225
/men,46.612
/product/Men/false/19339,4.208
/men,1.428
/cart,3.465
/men,25.2
/cart,0.982
